restaurant,resume,section,product,price,section_trt
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CLASSIQUES,Thon,650 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CLASSIQUES,Saumon,1.200 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CLASSIQUES,Fruits de mer,1.200 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CLASSIQUES,4 Fromages,800 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CLASSIQUES,Kebab,800 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CRÈME FRAICHE,Poulet crème fraiche,700 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CRÈME FRAICHE,Thon crème fraiche,700 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CRÈME FRAICHE,Saucisse fumé crème fraiche,750 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CRÈME FRAICHE,Poulet fumé crème fraiche,700 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CRÈME FRAICHE,Saumon fumé crème fraiche,1.300 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CRÈME FRAICHE,Champignon frais crème fraiche,750 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CRÈME FRAICHE,Pizza chèvre miel crème fraiche,790 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,PIZZAS CRÈME FRAICHE,Viande hachée crème fraiche,750 DA,PIZZA
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,BOISSONS,Eau minérale,40 DA,BOISSONS
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,BOISSONS,(50CL),100 DA,BOISSONS
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,BOISSONS,Coca cola,100 DA,BOISSONS
Pizza Nostra Feu de Bois Cheraga,4.2 • $$ • Sucré - Desserts • Pizza,BOISSONS,Sprite,100 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉES FROIDES,Salade varié,300 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉES FROIDES,Salade orientale + bourek,400 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉES FROIDES,Salade de thon,500 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉES FROIDES,Salade césar,650 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉES FROIDES,Saladu chef,800 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉE CHAUDES,Soupe de lentille,300 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉE CHAUDES,Potage de légumes,300 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉE CHAUDES,Brik tunisien,400 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉE CHAUDES,Omelette végétarienne,300 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉE CHAUDES,Omelette quatre fromage,400 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉE CHAUDES,Omelette saumon,500 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,ENTRÉE CHAUDES,Omelette anes,600 DA,ENTREES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PÂTES,Spaghetti bolognaise,700 DA,PATES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PÂTES,Pasta quatre fromage,700 DA,PATES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PÂTES,Tagliatelle poulet champignons,750 DA,PATES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PÂTES,Tagliatelle au saumon,950 DA,PATES
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat chawarma poulet,700 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat escalope de poulet,700 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Cuisse de poulet mariné,800 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat escalope milanaise,850 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat escalope normande,850 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat chich taouk,850 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat escalope de poulet gratiné,950 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Suprême de poulet au curry,850 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Poulet KFC,900 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat cordon bleu,950 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Cuisse de poulet gratinée,950 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat chich kebab,900 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Steak haché à la crème,900 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Steak haché à cheval,900 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Entrecôte grillé,1.200 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Plat spécial anes food,1.500 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PLATS,Foie de veau grillée,1.500 DA, PLATS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich chawarma,250 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich escalope de poulet,250 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich viande hachée,250 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich 3 fromage,250 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich poulet curry,300 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich poulet mexicain,300 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich escalope à la crème,300 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich crispy,350 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich américain,400 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Fajitas,400 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich mariné,250 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Sandwich kebab,300 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Steak,400 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS SANDWICHS,Foie de veau,450 DA,SANDWICHS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BURGERS,Cheese burger,200 DA,BURGER
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BURGERS,Chicken burger,200 DA,BURGER
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BURGERS,Cris-burger,250 DA,BURGER
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BURGERS,Big burger,300 DA,BURGER
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BURGERS,Big américain,450 DA,BURGER
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BURGERS,Burger anes,600 DA,BURGER
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BURGERS,Double cheese burger,350 DA,BURGER
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PANINIS,Panini escalope,200 DA,PANINIS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PANINIS,Panini viande,200 DA,PANINIS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PANINIS,Panini thon,250 DA,PANINIS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PANINIS,Panini 3 fromage,250 DA,PANINIS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos poulet,450 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos viande,500 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos chawarma poulet,500 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos curry,500 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos mexicain,500 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos escalope à la crème,500 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos crispy,550 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos mixte,550 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos quatre fromage,550 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS TACOS,Tacos anes,700 DA,TACOS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza marguerite,300 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza napolitaine,450 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza bolognaise,500 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza paysanne,500 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza algéroise,550 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza marine,550 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza végétarienne,550 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza curry,600 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza regina,600 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza fumée,650 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza rôti,650 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza crémière,650 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza 3 fromage,650 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza milanaise,700 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza saumon,800 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza royal,800 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza anes food,1.000 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Calzone,400 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS PIZZAS,Pizza-wich ANES,450 DA,PIZZA
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS,Soda,50 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS,(33 CL),80 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS,Jus,100 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS,Soda,50 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS,Eau minéral,100 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS,Canette,50 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS CHAUDES,Eau gazeuse,50 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS CHAUDES,Thé maison,100 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS CHAUDES,Thé infusion,100 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS CHAUDES,Café,150 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS CHAUDES,Café au lait,200 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS CHAUDES,Nespresso,300 DA,BOISSONS
Anes Food Family,4.4 • $ • Burger • Café • Chawarma • Crêpes • Gaufres • pâtes • Salades • Sandwichs • Sucré - Desserts • Tacos • Pizza,NOS BOISSONS CHAUDES,Cappuccino,300 DA,BOISSONS
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS ENTRÉES,Salade du jour,550 DA,ENTREES
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS ENTRÉES,Nems au poulet,550 DA,ENTREES
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS ENTRÉES,Soupe thai tom yum,600 DA,ENTREES
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS ENTRÉES,Soupe thai tom kha kai,650 DA,ENTREES
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS ENTRÉES,Salade thai,750 DA,ENTREES
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS MAKI,Maki 12Pcs,1.200 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS MAKI,(12 Végétariens.),1.500 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS MAKI,Maki 12Pcs,1.600 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS MAKI,"(06 Saumons, 06 Avocats cheese.)",1.600 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS FUTOMAKI,Maki 12Pcs,1.600 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS FUTOMAKI,(12 Saumons),1.600 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS CALIFORNIA ROLL,Maki 12Pcs,1.400 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS CALIFORNIA ROLL,"(06 Dorades, 06 Surimis.)",1.400 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS CALIFORNIA ROLL,Futomaki Saumon,1.500 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS CALIFORNIA ROLL,Crunchy Futomaki,1.600 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS CALIFORNIA ROLL,Fresh salmon,1.600 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS SPECIAL ROLL,Vegetarien,1.600 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS SPECIAL ROLL,Salmon cheese,1.600 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS MIX BOX,Tiger roll,1.600 DA, MIX BOX
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS MIX BOX,Crunchy roll,1.800 DA, MIX BOX
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS MIX BOX,Salmon roll,2.800 DA, MIX BOX
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS MIX BOX,Crunchy,3.800 DA, MIX BOX
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS SASHIMI,Mix 08,1.800 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,NOS SASHIMI,Mix 10,1.800 DA,THAI
La Cité Asiatique,4.2 • $$$ • Sushi • Thai • Cuisine Asiatique,"NOS SPÉCIALISTES THAÏ
Tout nos plats sont accompagnés de légumes.",Mix 16,1.000 DA,PATES
